Year,State,Oxycodone / Hydrocodone,Index_x,Drug Type,Deaths Rate Per 100K,Index_y,Drug Sold per 100K
2003,Illinois,Hydrocodone,1827,Synthetic opioids,6.755319999999999,515,5.60515
2003,Illinois,Oxycodone,1827,Synthetic opioids,6.755319999999999,498,3.18625
2003,Indiana,Hydrocodone,1960,Synthetic opioids,7.10739,553,10.42788
2003,Indiana,Oxycodone,1960,Synthetic opioids,7.10739,536,7.6440600000000005
2003,Iowa,Hydrocodone,2093,All opioids,3.3916,591,4.92214
2003,Iowa,Oxycodone,2093,All opioids,3.3916,574,5.81044
2003,Kansas,Hydrocodone,2226,Natural and semi-synthetic opioids,7.0864899999999995,629,8.54854
2003,Kansas,Oxycodone,2226,Natural and semi-synthetic opioids,7.0864899999999995,612,7.8142
2003,Kentucky,Hydrocodone,2359,Synthetic opioids,13.59056,667,16.13675
2003,Kentucky,Oxycodone,2359,Synthetic opioids,13.59056,650,10.21118
2003,Louisiana,Hydrocodone,2492,Natural and semi-synthetic opioids,12.13533,705,14.099520000000002
2003,Louisiana,Oxycodone,2492,Natural and semi-synthetic opioids,12.13533,688,7.978269999999999
2003,Maine,Hydrocodone,2625,Natural and semi-synthetic opioids,10.28091,743,5.63251
2003,Maine,Oxycodone,2625,Natural and semi-synthetic opioids,10.28091,726,15.251
2003,Maryland,Hydrocodone,2758,Natural and semi-synthetic opioids,13.775039999999999,781,3.5527599999999997
2003,Maryland,Oxycodone,2758,Natural and semi-synthetic opioids,13.775039999999999,764,15.45309
2003,Massachusetts,Hydrocodone,2891,Synthetic opioids,12.63221,819,3.09321
2003,Massachusetts,Oxycodone,2891,Synthetic opioids,12.63221,802,14.2072
2003,Michigan,Hydrocodone,3024,Synthetic opioids,7.600110000000001,857,9.11951
2003,Michigan,Oxycodone,3024,Synthetic opioids,7.600110000000001,840,6.6753
2003,Minnesota,Hydrocodone,3157,Natural and semi-synthetic opioids,4.810309999999999,895,3.04271
2003,Minnesota,Oxycodone,3157,Natural and semi-synthetic opioids,4.810309999999999,878,6.800680000000001
2003,Mississippi,Hydrocodone,3290,All opioids,7.48347,933,10.06023
2003,Mississippi,Oxycodone,3290,All opioids,7.48347,916,6.35963
2003,Missouri,Hydrocodone,3423,Synthetic opioids,9.29358,971,7.404439999999999
2003,Missouri,Oxycodone,3423,Synthetic opioids,9.29358,954,18.59739
2003,Montana,Hydrocodone,3556,All opioids,10.55362,1009,7.5643899999999995
2003,Montana,Oxycodone,3556,All opioids,10.55362,992,11.3695
2003,Nebraska,Hydrocodone,3688,All drugs,3.21977,1047,5.50566
2003,Nebraska,Oxycodone,3688,All drugs,3.21977,1030,6.55483
2003,Nevada,Hydrocodone,3822,Psychostimulants,15.19161,1085,23.125120000000003
2003,Nevada,Oxycodone,3822,Psychostimulants,15.19161,1068,21.48985
2003,New Hampshire,Hydrocodone,3955,Natural and semi-synthetic opioids,9.529910000000001,1123,3.42354
2003,New Hampshire,Oxycodone,3955,Natural and semi-synthetic opioids,9.529910000000001,1106,12.90113
2003,New Jersey,Hydrocodone,4088,Synthetic opioids,8.28812,1161,3.27078
2003,New Jersey,Oxycodone,4088,Synthetic opioids,8.28812,1144,13.14345
2003,New Mexico,Hydrocodone,4221,Synthetic opioids,19.73719,1199,6.182869999999999
2003,New Mexico,Oxycodone,4221,Synthetic opioids,19.73719,1182,9.16653
2003,New York,Hydrocodone,4354,Synthetic opioids,4.96951,1237,5.47794
2003,New York,Oxycodone,4354,Synthetic opioids,4.96951,1220,6.02721
2003,North Carolina,Hydrocodone,4487,Synthetic opioids,9.01645,1275,7.6287899999999995
2003,North Carolina,Oxycodone,4487,Synthetic opioids,9.01645,1258,9.48263
2003,North Dakota,Hydrocodone,4619,All drugs,3.52889,1313,3.6291900000000004
2003,North Dakota,Oxycodone,4619,All drugs,3.52889,1296,6.47317
2003,Ohio,Hydrocodone,4753,Synthetic opioids,6.79361,1351,6.31704
2003,Ohio,Oxycodone,4753,Synthetic opioids,6.79361,1334,12.69543
2003,Oklahoma,Hydrocodone,4886,Synthetic opioids,11.78055,1389,13.20749
2003,Oklahoma,Oxycodone,4886,Synthetic opioids,11.78055,1372,9.621830000000001
2003,Oregon,Hydrocodone,5019,Psychostimulants,9.78849,1427,9.05332
2003,Oregon,Oxycodone,5019,Psychostimulants,9.78849,1410,11.36228
2003,Pennsylvania,Hydrocodone,5152,Synthetic opioids,11.37193,1465,5.81679
2003,Pennsylvania,Oxycodone,5152,Synthetic opioids,11.37193,1448,13.806289999999999
2003,Rhode Island,Hydrocodone,5285,Cocaine,13.731060000000001,1503,6.34847
2003,Rhode Island,Oxycodone,5285,Cocaine,13.731060000000001,1486,12.30976
2003,South Carolina,Hydrocodone,5418,Natural and semi-synthetic opioids,6.98958,1541,11.20031
2003,South Carolina,Oxycodone,5418,Natural and semi-synthetic opioids,6.98958,1524,11.20027
2003,South Dakota,Hydrocodone,5550,All drugs,3.31198,1579,4.0939
2003,South Dakota,Oxycodone,5550,All drugs,3.31198,1562,6.71685
2003,Tennessee,Hydrocodone,5684,Synthetic opioids,11.333260000000001,1617,15.225010000000001
2003,Tennessee,Oxycodone,5684,Synthetic opioids,11.333260000000001,1600,14.445920000000001
2003,Texas,Hydrocodone,5817,Synthetic opioids,8.08436,1655,10.938830000000001
2003,Texas,Oxycodone,5817,Synthetic opioids,8.08436,1638,4.33016
2003,Utah,Hydrocodone,5950,Synthetic opioids,16.132179999999998,1693,9.76671
2003,Utah,Oxycodone,5950,Synthetic opioids,16.132179999999998,1676,12.11612
2003,Vermont,Hydrocodone,6083,Natural and semi-synthetic opioids,10.23013,1731,3.552
2003,Vermont,Oxycodone,6083,Natural and semi-synthetic opioids,10.23013,1714,10.794369999999999
2003,Virginia,Hydrocodone,6216,Synthetic opioids,7.23124,1769,6.067019999999999
2003,Virginia,Oxycodone,6216,Synthetic opioids,7.23124,1752,9.48731
2003,Washington,Hydrocodone,6349,Synthetic opioids,11.06799,1807,7.23187
2003,Washington,Oxycodone,6349,Synthetic opioids,11.06799,1790,14.1244
2003,West Virginia,Hydrocodone,6482,Synthetic opioids,15.121039999999999,1845,14.622979999999998
2003,West Virginia,Oxycodone,6482,Synthetic opioids,15.121039999999999,1828,12.62792
2003,Wisconsin,Hydrocodone,6615,Synthetic opioids,6.98995,1883,4.9128099999999995
2003,Wisconsin,Oxycodone,6615,Synthetic opioids,6.98995,1866,10.136289999999999
2003,Wyoming,Hydrocodone,6747,All drugs,5.902819999999999,1921,6.56832
2003,Wyoming,Oxycodone,6747,All drugs,5.902819999999999,1904,9.19205
2004,Alabama,Hydrocodone,100,Natural and semi-synthetic opioids,6.35419,22,15.82898
2004,Alabama,Oxycodone,100,Natural and semi-synthetic opioids,6.35419,5,9.10411
2004,Alaska,Hydrocodone,232,All drugs,12.71642,60,6.914389999999999
2004,Alaska,Oxycodone,232,All drugs,12.71642,43,15.96
2004,Arizona,Hydrocodone,366,Synthetic opioids,13.681560000000001,98,8.31719
2004,Arizona,Oxycodone,366,Synthetic opioids,13.681560000000001,81,17.5889
2004,Arkansas,Hydrocodone,499,Synthetic opioids,8.6534,136,11.436960000000001
2004,Arkansas,Oxycodone,499,Synthetic opioids,8.6534,119,9.49072
2004,California,Hydrocodone,632,Synthetic opioids,8.81908,174,9.76293
2004,California,Oxycodone,632,Synthetic opioids,8.81908,157,6.45332
2004,Colorado,Hydrocodone,765,Synthetic opioids,10.93927,212,6.22551
2004,Colorado,Oxycodone,765,Synthetic opioids,10.93927,195,10.53256
2004,Connecticut,Hydrocodone,898,Natural and semi-synthetic opioids,9.61327,250,3.67812
2004,Connecticut,Oxycodone,898,Natural and semi-synthetic opioids,9.61327,233,18.8566
2004,Delaware,Hydrocodone,1031,All opioids,7.645919999999999,288,4.464180000000001
2004,Delaware,Oxycodone,1031,All opioids,7.645919999999999,271,21.23004
2004,Dist. of Columbia,Hydrocodone,1164,Cocaine,15.493079999999999,326,1.49651
2004,Dist. of Columbia,Oxycodone,1164,Cocaine,15.493079999999999,309,8.88161
2004,Florida,Hydrocodone,1297,Synthetic opioids,13.244539999999999,364,12.36539
2004,Florida,Oxycodone,1297,Synthetic opioids,13.244539999999999,347,17.3962
2004,Georgia,Hydrocodone,1430,Synthetic opioids,7.48275,402,9.21232
2004,Georgia,Oxycodone,1430,Synthetic opioids,7.48275,385,8.57519
2004,Hawaii,Hydrocodone,1563,Psychostimulants,7.9546399999999995,440,5.16988
2004,Hawaii,Oxycodone,1563,Psychostimulants,7.9546399999999995,423,10.04217
2004,Idaho,Hydrocodone,1696,Natural and semi-synthetic opioids,7.40154,478,10.69935
2004,Idaho,Oxycodone,1696,Natural and semi-synthetic opioids,7.40154,461,7.38104
2004,Illinois,Hydrocodone,1829,Synthetic opioids,8.29318,516,6.30406
2004,Illinois,Oxycodone,1829,Synthetic opioids,8.29318,499,3.5216800000000004
2004,Indiana,Hydrocodone,1962,Synthetic opioids,8.795910000000001,554,10.61872
2004,Indiana,Oxycodone,1962,Synthetic opioids,8.795910000000001,537,8.4152
2004,Iowa,Hydrocodone,2095,Natural and semi-synthetic opioids,4.2333300000000005,592,5.46482
2004,Iowa,Oxycodone,2095,Natural and semi-synthetic opioids,4.2333300000000005,575,6.1273599999999995
2004,Kansas,Hydrocodone,2228,Synthetic opioids,8.478710000000001,630,8.800839999999999
2004,Kansas,Oxycodone,2228,Synthetic opioids,8.478710000000001,613,9.02917
2004,Kentucky,Hydrocodone,2361,Synthetic opioids,12.77051,668,16.98912
2004,Kentucky,Oxycodone,2361,Synthetic opioids,12.77051,651,11.03094
2004,Louisiana,Hydrocodone,2494,Natural and semi-synthetic opioids,12.1211,706,16.021539999999998
2004,Louisiana,Oxycodone,2494,Natural and semi-synthetic opioids,12.1211,689,8.85857
2004,Maine,Hydrocodone,2627,Natural and semi-synthetic opioids,10.950619999999999,744,6.62891
2004,Maine,Oxycodone,2627,Natural and semi-synthetic opioids,10.950619999999999,727,16.77124
2004,Maryland,Hydrocodone,2760,Natural and semi-synthetic opioids,11.85135,782,3.40018
2004,Maryland,Oxycodone,2760,Natural and semi-synthetic opioids,11.85135,765,15.14727
2004,Massachusetts,Hydrocodone,2893,Synthetic opioids,10.2832,820,2.90151
2004,Massachusetts,Oxycodone,2893,Synthetic opioids,10.2832,803,15.8824
2004,Michigan,Hydrocodone,3026,Synthetic opioids,8.65658,858,9.65162
2004,Michigan,Oxycodone,3026,Synthetic opioids,8.65658,841,7.25748
2004,Minnesota,Hydrocodone,3159,Natural and semi-synthetic opioids,4.8394,896,3.3201
2004,Minnesota,Oxycodone,3159,Natural and semi-synthetic opioids,4.8394,879,7.432339999999999
2004,Mississippi,Hydrocodone,3292,Cocaine,8.1736,934,11.15202
2004,Mississippi,Oxycodone,3292,Cocaine,8.1736,917,6.2865
2004,Missouri,Hydrocodone,3425,Synthetic opioids,9.7556,972,8.15205
2004,Missouri,Oxycodone,3425,Synthetic opioids,9.7556,955,21.38755
2004,Montana,Hydrocodone,3558,All opioids,10.91527,1010,8.3826
2004,Montana,Oxycodone,3558,All opioids,10.91527,993,12.80305
2004,Nebraska,Hydrocodone,3691,Natural and semi-synthetic opioids,3.55655,1048,5.795380000000001
2004,Nebraska,Oxycodone,3691,Natural and semi-synthetic opioids,3.55655,1031,7.35267
2004,Nevada,Hydrocodone,3824,Synthetic opioids,16.03104,1086,26.857120000000002
2004,Nevada,Oxycodone,3824,Synthetic opioids,16.03104,1069,21.69533
2004,New Hampshire,Hydrocodone,3957,Natural and semi-synthetic opioids,9.55463,1124,3.54324
2004,New Hampshire,Oxycodone,3957,Natural and semi-synthetic opioids,9.55463,1107,14.51692
2004,New Jersey,Hydrocodone,4090,Synthetic opioids,6.774830000000001,1162,3.31028
2004,New Jersey,Oxycodone,4090,Synthetic opioids,6.774830000000001,1145,14.36085
2004,New Mexico,Hydrocodone,4223,Psychostimulants,16.94204,1200,6.65716
2004,New Mexico,Oxycodone,4223,Psychostimulants,16.94204,1183,10.62394
2004,New York,Hydrocodone,4356,Natural and semi-synthetic opioids,4.25675,1238,5.80114
2004,New York,Oxycodone,4356,Natural and semi-synthetic opioids,4.25675,1221,6.884519999999999
2004,North Carolina,Hydrocodone,4489,Synthetic opioids,9.92404,1276,8.416910000000001
2004,North Carolina,Oxycodone,4489,Synthetic opioids,9.92404,1259,12.44565
2004,Ohio,Hydrocodone,4755,Synthetic opioids,9.94208,1352,6.47895
2004,Ohio,Oxycodone,4755,Synthetic opioids,9.94208,1335,15.4087
2004,Oklahoma,Hydrocodone,4888,Synthetic opioids,13.9302,1390,14.68715
2004,Oklahoma,Oxycodone,4888,Synthetic opioids,13.9302,1373,10.803339999999999
2004,Oregon,Hydrocodone,5021,Psychostimulants,10.02342,1428,9.70457
2004,Oregon,Oxycodone,5021,Psychostimulants,10.02342,1411,12.3256
2004,Pennsylvania,Hydrocodone,5154,Synthetic opioids,12.72767,1466,5.841480000000001
2004,Pennsylvania,Oxycodone,5154,Synthetic opioids,12.72767,1449,14.65436
2004,Rhode Island,Hydrocodone,5287,Cocaine,9.81119,1504,5.9934400000000005
2004,Rhode Island,Oxycodone,5287,Cocaine,9.81119,1487,14.279420000000002
2004,South Carolina,Hydrocodone,5420,Synthetic opioids,8.44427,1542,11.92901
2004,South Carolina,Oxycodone,5420,Synthetic opioids,8.44427,1525,11.80135
2004,South Dakota,Hydrocodone,5553,All opioids,5.7906,1580,4.53224
2004,South Dakota,Oxycodone,5553,All opioids,5.7906,1563,7.284669999999999
2004,Tennessee,Hydrocodone,5686,Synthetic opioids,12.8368,1618,17.65478
2004,Tennessee,Oxycodone,5686,Synthetic opioids,12.8368,1601,17.3049
2004,Texas,Hydrocodone,5819,Synthetic opioids,8.166080000000001,1656,11.87407
2004,Texas,Oxycodone,5819,Synthetic opioids,8.166080000000001,1639,4.299169999999999
2004,Utah,Hydrocodone,5952,Psychostimulants,16.318720000000003,1694,10.77179
2004,Utah,Oxycodone,5952,Psychostimulants,16.318720000000003,1677,14.614360000000001
2004,Vermont,Hydrocodone,6085,Natural and semi-synthetic opioids,8.01577,1732,3.85175
2004,Vermont,Oxycodone,6085,Natural and semi-synthetic opioids,8.01577,1715,12.03303
2004,Virginia,Hydrocodone,6218,Synthetic opioids,7.32499,1770,6.12787
2004,Virginia,Oxycodone,6218,Synthetic opioids,7.32499,1753,9.89397
2004,Washington,Hydrocodone,6351,Synthetic opioids,12.74974,1808,7.79472
2004,Washington,Oxycodone,6351,Synthetic opioids,12.74974,1791,14.4849
2004,West Virginia,Hydrocodone,6484,Synthetic opioids,18.80173,1846,15.968060000000001
2004,West Virginia,Oxycodone,6484,Synthetic opioids,18.80173,1829,13.591470000000001
2004,Wisconsin,Hydrocodone,6617,Synthetic opioids,7.858060000000001,1884,5.2695
2004,Wisconsin,Oxycodone,6617,Synthetic opioids,7.858060000000001,1867,11.53722
2004,Wyoming,Hydrocodone,6749,All drugs,9.09353,1922,7.01002
2004,Wyoming,Oxycodone,6749,All drugs,9.09353,1905,9.98512
2005,Alabama,Hydrocodone,102,Natural and semi-synthetic opioids,6.33301,23,17.99939
2005,Alabama,Oxycodone,102,Natural and semi-synthetic opioids,6.33301,6,9.88653
2005,Alaska,Hydrocodone,234,All drugs,11.37438,61,7.12695
2005,Alaska,Oxycodone,234,All drugs,11.37438,44,14.65725
2005,Arizona,Hydrocodone,368,Synthetic opioids,14.134970000000001,99,8.45315
2005,Arizona,Oxycodone,368,Synthetic opioids,14.134970000000001,82,19.97417
2005,Arkansas,Hydrocodone,501,Synthetic opioids,10.07354,137,12.5478
2005,Arkansas,Oxycodone,501,Synthetic opioids,10.07354,120,11.4243
2005,California,Hydrocodone,634,Synthetic opioids,8.97354,175,9.62567
2005,California,Oxycodone,634,Synthetic opioids,8.97354,158,7.10785
2005,Colorado,Hydrocodone,767,Synthetic opioids,12.691289999999999,213,7.68381
2005,Colorado,Oxycodone,767,Synthetic opioids,12.691289999999999,196,11.17252
2005,Connecticut,Hydrocodone,900,Natural and semi-synthetic opioids,8.456339999999999,251,4.208130000000001
2005,Connecticut,Oxycodone,900,Natural and semi-synthetic opioids,8.456339999999999,234,18.08532
2005,Delaware,Hydrocodone,1033,All opioids,7.5451,289,4.79785
2005,Delaware,Oxycodone,1033,All opioids,7.5451,272,25.3578
2005,Dist. of Columbia,Hydrocodone,1166,Cocaine,13.65156,327,1.74058
2005,Dist. of Columbia,Oxycodone,1166,Cocaine,13.65156,310,9.7912
2005,Florida,Hydrocodone,1299,Synthetic opioids,13.546729999999998,365,12.736889999999999
2005,Florida,Oxycodone,1299,Synthetic opioids,13.546729999999998,348,18.37075
2005,Georgia,Hydrocodone,1432,Synthetic opioids,8.19308,403,9.78398
2005,Georgia,Oxycodone,1432,Synthetic opioids,8.19308,386,8.06814
2005,Hawaii,Hydrocodone,1565,Psychostimulants,9.44427,441,5.43445
2005,Hawaii,Oxycodone,1565,Psychostimulants,9.44427,424,9.75339
2005,Idaho,Hydrocodone,1698,Natural and semi-synthetic opioids,8.05354,479,11.72467
2005,Idaho,Oxycodone,1698,Natural and semi-synthetic opioids,8.05354,462,7.07825
2005,Illinois,Hydrocodone,1831,Synthetic opioids,8.42239,517,6.979139999999999
2005,Illinois,Oxycodone,1831,Synthetic opioids,8.42239,500,3.4353800000000003
2005,Indiana,Hydrocodone,1964,Synthetic opioids,9.84127,555,11.89353
2005,Indiana,Oxycodone,1964,Synthetic opioids,9.84127,538,8.4371
2005,Iowa,Hydrocodone,2097,Natural and semi-synthetic opioids,4.847090000000001,593,5.95734
2005,Iowa,Oxycodone,2097,Natural and semi-synthetic opioids,4.847090000000001,576,6.2142599999999995
2005,Kansas,Hydrocodone,2230,Natural and semi-synthetic opioids,9.07513,631,10.856110000000001
2005,Kansas,Oxycodone,2230,Natural and semi-synthetic opioids,9.07513,614,9.7539
2005,Kentucky,Hydrocodone,2363,Synthetic opioids,15.34551,669,18.00965
2005,Kentucky,Oxycodone,2363,Synthetic opioids,15.34551,652,10.61593
2005,Louisiana,Hydrocodone,2496,Natural and semi-synthetic opioids,14.730189999999999,707,17.258879999999998
2005,Louisiana,Oxycodone,2496,Natural and semi-synthetic opioids,14.730189999999999,690,10.15587
2005,Maine,Hydrocodone,2629,Natural and semi-synthetic opioids,12.42558,745,7.12982
2005,Maine,Oxycodone,2629,Natural and semi-synthetic opioids,12.42558,728,17.35201
2005,Maryland,Hydrocodone,2762,Synthetic opioids,11.448369999999999,783,4.36267
2005,Maryland,Oxycodone,2762,Synthetic opioids,11.448369999999999,766,16.34616
2005,Massachusetts,Hydrocodone,2895,Synthetic opioids,11.97825,821,3.4192099999999996
2005,Massachusetts,Oxycodone,2895,Synthetic opioids,11.97825,804,15.66092
2005,Michigan,Hydrocodone,3028,Synthetic opioids,9.77233,859,10.11047
2005,Michigan,Oxycodone,3028,Synthetic opioids,9.77233,842,7.09697
2005,Minnesota,Hydrocodone,3161,Natural and semi-synthetic opioids,5.44995,897,3.71501
2005,Minnesota,Oxycodone,3161,Natural and semi-synthetic opioids,5.44995,880,7.97365
2005,Mississippi,Hydrocodone,3294,Cocaine,8.810369999999999,935,12.4596
2005,Mississippi,Oxycodone,3294,Cocaine,8.810369999999999,918,6.47783
2005,Missouri,Hydrocodone,3427,Synthetic opioids,10.67137,973,9.32341
2005,Missouri,Oxycodone,3427,Synthetic opioids,10.67137,956,22.33051
2005,Montana,Hydrocodone,3560,All opioids,10.12055,1011,9.02525
2005,Montana,Oxycodone,3560,All opioids,10.12055,994,13.41738
2005,Nebraska,Hydrocodone,3693,Natural and semi-synthetic opioids,5.0229800000000004,1049,6.1683699999999995
2005,Nebraska,Oxycodone,3693,Natural and semi-synthetic opioids,5.0229800000000004,1032,7.807760000000001
2005,Nevada,Hydrocodone,3826,Synthetic opioids,18.66179,1087,24.40587
2005,Nevada,Oxycodone,3826,Synthetic opioids,18.66179,1070,22.612170000000003
2005,New Hampshire,Hydrocodone,3959,Natural and semi-synthetic opioids,10.650789999999999,1125,3.9602699999999995
2005,New Hampshire,Oxycodone,3959,Natural and semi-synthetic opioids,10.650789999999999,1108,15.525979999999999
2005,New Jersey,Hydrocodone,4092,Synthetic opioids,9.413210000000001,1163,3.4121300000000003
2005,New Jersey,Oxycodone,4092,Synthetic opioids,9.413210000000001,1146,15.420229999999998
2005,New Mexico,Hydrocodone,4225,Psychostimulants,20.08438,1201,6.99815
2005,New Mexico,Oxycodone,4225,Psychostimulants,20.08438,1184,11.08151
2005,New York,Hydrocodone,4358,Synthetic opioids,4.79221,1239,6.25605
2005,New York,Oxycodone,4358,Synthetic opioids,4.79221,1222,7.58965
2005,North Carolina,Hydrocodone,4491,Synthetic opioids,11.413310000000001,1277,9.56414
2005,North Carolina,Oxycodone,4491,Synthetic opioids,11.413310000000001,1260,13.246170000000001
2005,Ohio,Hydrocodone,4757,Synthetic opioids,10.89824,1353,7.1558
2005,Ohio,Oxycodone,4757,Synthetic opioids,10.89824,1336,16.103720000000003
2005,Oklahoma,Hydrocodone,4890,Synthetic opioids,13.839970000000001,1391,15.25596
2005,Oklahoma,Oxycodone,4890,Synthetic opioids,13.839970000000001,1374,13.067
2005,Oregon,Hydrocodone,5023,Synthetic opioids,10.41345,1429,10.30312
2005,Oregon,Oxycodone,5023,Synthetic opioids,10.41345,1412,13.179020000000001
2005,Pennsylvania,Hydrocodone,5156,Synthetic opioids,13.182020000000001,1467,6.1700800000000005
2005,Pennsylvania,Oxycodone,5156,Synthetic opioids,13.182020000000001,1450,15.77423
2005,Rhode Island,Hydrocodone,5289,Natural and semi-synthetic opioids,14.30189,1505,7.519989999999999
2005,Rhode Island,Oxycodone,5289,Natural and semi-synthetic opioids,14.30189,1488,14.787820000000002
2005,South Carolina,Hydrocodone,5422,Synthetic opioids,9.92417,1543,12.44501
2005,South Carolina,Oxycodone,5422,Synthetic opioids,9.92417,1526,11.1945
2005,South Dakota,Hydrocodone,5555,All opioids,5.52666,1581,5.109
2005,South Dakota,Oxycodone,5555,All opioids,5.52666,1564,7.827439999999999
2005,Tennessee,Hydrocodone,5688,Synthetic opioids,14.532779999999999,1619,20.3383
2005,Tennessee,Oxycodone,5688,Synthetic opioids,14.532779999999999,1602,18.3126
2005,Texas,Hydrocodone,5821,Synthetic opioids,8.530389999999999,1657,12.861189999999999
2005,Texas,Oxycodone,5821,Synthetic opioids,8.530389999999999,1640,4.054209999999999
2005,Utah,Hydrocodone,5954,Synthetic opioids,19.32593,1695,11.68626
2005,Utah,Oxycodone,5954,Synthetic opioids,19.32593,1678,16.9516
2005,Vermont,Hydrocodone,6087,All opioids,8.46756,1733,4.3152099999999995
2005,Vermont,Oxycodone,6087,All opioids,8.46756,1716,12.80985
2005,Virginia,Hydrocodone,6220,Synthetic opioids,7.51123,1771,6.764530000000001
2005,Virginia,Oxycodone,6220,Synthetic opioids,7.51123,1754,9.80799
2005,Washington,Hydrocodone,6353,Synthetic opioids,13.03322,1809,8.2196
2005,Washington,Oxycodone,6353,Synthetic opioids,13.03322,1792,15.01866
2005,West Virginia,Hydrocodone,6486,Synthetic opioids,10.50071,1847,18.19974
2005,West Virginia,Oxycodone,6486,Synthetic opioids,10.50071,1830,14.63321
2005,Wisconsin,Hydrocodone,6619,Synthetic opioids,9.3367,1885,5.6102300000000005
2005,Wisconsin,Oxycodone,6619,Synthetic opioids,9.3367,1868,11.32187
2005,Wyoming,Hydrocodone,6751,All drugs,4.90275,1923,7.4610899999999996
2005,Wyoming,Oxycodone,6751,All drugs,4.90275,1906,10.03157
2006,Alabama,Hydrocodone,104,Synthetic opioids,8.749789999999999,24,20.083820000000003
2006,Alabama,Oxycodone,104,Synthetic opioids,8.749789999999999,7,11.98591
2006,Alaska,Hydrocodone,237,All opioids,11.06038,62,7.83223
2006,Alaska,Oxycodone,237,All opioids,11.06038,45,15.426789999999999
2006,Arizona,Hydrocodone,370,Synthetic opioids,14.91632,100,9.36985
2006,Arizona,Oxycodone,370,Synthetic opioids,14.91632,83,23.97781
2006,Arkansas,Hydrocodone,503,Synthetic opioids,10.45392,138,14.73851
2006,Arkansas,Oxycodone,503,Synthetic opioids,10.45392,121,11.81984
2006,California,Hydrocodone,636,Synthetic opioids,9.60314,176,10.48273
2006,California,Oxycodone,636,Synthetic opioids,9.60314,159,8.31454
2006,Colorado,Hydrocodone,769,Synthetic opioids,12.82395,214,6.84815
2006,Colorado,Oxycodone,769,Synthetic opioids,12.82395,197,13.680829999999998
2006,Connecticut,Hydrocodone,902,Natural and semi-synthetic opioids,11.5107,252,3.9975400000000003
2006,Connecticut,Oxycodone,902,Natural and semi-synthetic opioids,11.5107,235,20.28657
2006,Delaware,Hydrocodone,1035,All opioids,9.35919,290,5.21821
2006,Delaware,Oxycodone,1035,All opioids,9.35919,273,29.03029
2006,Dist. of Columbia,Hydrocodone,1168,Cocaine,17.84307,328,2.29428
2006,Dist. of Columbia,Oxycodone,1168,Cocaine,17.84307,311,9.76484
2006,Florida,Hydrocodone,1301,Synthetic opioids,14.403920000000001,366,14.320920000000001
2006,Florida,Oxycodone,1301,Synthetic opioids,14.403920000000001,349,24.76977
2006,Georgia,Hydrocodone,1434,Synthetic opioids,8.94267,404,11.156839999999999
2006,Georgia,Oxycodone,1434,Synthetic opioids,8.94267,387,10.31211
2006,Hawaii,Hydrocodone,1567,Psychostimulants,6.436730000000001,442,6.3503300000000005
2006,Hawaii,Oxycodone,1567,Psychostimulants,6.436730000000001,425,12.16439
2006,Idaho,Hydrocodone,1700,Natural and semi-synthetic opioids,9.33756,480,13.48321
2006,Idaho,Oxycodone,1700,Natural and semi-synthetic opioids,9.33756,463,8.88878
2006,Illinois,Hydrocodone,1833,Synthetic opioids,10.85544,518,8.980410000000001
2006,Illinois,Oxycodone,1833,Synthetic opioids,10.85544,501,3.94553
2006,Indiana,Hydrocodone,1966,Synthetic opioids,11.76483,556,13.192879999999999
2006,Indiana,Oxycodone,1966,Synthetic opioids,11.76483,539,9.91816
2006,Iowa,Hydrocodone,2099,Natural and semi-synthetic opioids,6.55095,594,6.6364600000000005
2006,Iowa,Oxycodone,2099,Natural and semi-synthetic opioids,6.55095,577,6.9785699999999995
2006,Kansas,Hydrocodone,2232,Natural and semi-synthetic opioids,9.48725,632,13.72913
2006,Kansas,Oxycodone,2232,Natural and semi-synthetic opioids,9.48725,615,11.481910000000001
2006,Kentucky,Hydrocodone,2365,Synthetic opioids,17.38261,670,20.683320000000002
2006,Kentucky,Oxycodone,2365,Synthetic opioids,17.38261,653,13.314960000000001
2006,Louisiana,Hydrocodone,2498,Natural and semi-synthetic opioids,16.53139,708,17.92322
2006,Louisiana,Oxycodone,2498,Natural and semi-synthetic opioids,16.53139,691,12.22456
2006,Maine,Hydrocodone,2631,Natural and semi-synthetic opioids,12.02546,746,8.20852
2006,Maine,Oxycodone,2631,Natural and semi-synthetic opioids,12.02546,729,20.81237
2006,Maryland,Hydrocodone,2764,Synthetic opioids,13.1655,784,4.597919999999999
2006,Maryland,Oxycodone,2764,Synthetic opioids,13.1655,767,17.467010000000002
2006,Massachusetts,Hydrocodone,2897,Synthetic opioids,14.69028,822,3.28476
2006,Massachusetts,Oxycodone,2897,Synthetic opioids,14.69028,805,16.79426
2006,Michigan,Hydrocodone,3030,Synthetic opioids,11.71429,860,11.81165
2006,Michigan,Oxycodone,3030,Synthetic opioids,11.71429,843,8.63694
2006,Minnesota,Hydrocodone,3163,Synthetic opioids,5.9236,898,4.15685
2006,Minnesota,Oxycodone,3163,Synthetic opioids,5.9236,881,8.76522
2006,Mississippi,Hydrocodone,3296,Natural and semi-synthetic opioids,12.08201,936,14.74666
2006,Mississippi,Oxycodone,3296,Natural and semi-synthetic opioids,12.08201,919,7.22178
