Index,Fips,Location,Oxycodone / Hydrocodone,TimeFrame,Data Type,Data,MOE
389,13,Georgia,Oxycodone,2008,"Rate per 100,000",13.57185,
390,13,Georgia,Oxycodone,2009,"Rate per 100,000",15.75143,
391,13,Georgia,Oxycodone,2010,"Rate per 100,000",17.27213,
392,13,Georgia,Oxycodone,2011,"Rate per 100,000",19.55468,
393,13,Georgia,Oxycodone,2012,"Rate per 100,000",18.2573,
394,13,Georgia,Oxycodone,2013,"Rate per 100,000",16.73767,
395,13,Georgia,Oxycodone,2014,"Rate per 100,000",17.10302,
396,13,Georgia,Oxycodone,2015,"Rate per 100,000",18.35368,
397,13,Georgia,Oxycodone,2016,"Rate per 100,000",18.93447,
398,13,Georgia,Hydrocodone,2000,"Rate per 100,000",6.08747,
399,13,Georgia,Hydrocodone,2001,"Rate per 100,000",6.37701,
400,13,Georgia,Hydrocodone,2002,"Rate per 100,000",8.18108,
401,13,Georgia,Hydrocodone,2003,"Rate per 100,000",9.31122,
402,13,Georgia,Hydrocodone,2004,"Rate per 100,000",9.21232,
403,13,Georgia,Hydrocodone,2005,"Rate per 100,000",9.78398,
404,13,Georgia,Hydrocodone,2006,"Rate per 100,000",11.15684,
405,13,Georgia,Hydrocodone,2007,"Rate per 100,000",16.19689,
406,13,Georgia,Hydrocodone,2008,"Rate per 100,000",13.77298,
407,13,Georgia,Hydrocodone,2009,"Rate per 100,000",14.64524,
408,13,Georgia,Hydrocodone,2010,"Rate per 100,000",13.36849,
409,13,Georgia,Hydrocodone,2011,"Rate per 100,000",14.47615,
410,13,Georgia,Hydrocodone,2012,"Rate per 100,000",14.42284,
411,13,Georgia,Hydrocodone,2013,"Rate per 100,000",14.97973,
412,13,Georgia,Hydrocodone,2014,"Rate per 100,000",13.2256,
413,13,Georgia,Hydrocodone,2015,"Rate per 100,000",11.90841,
414,13,Georgia,Hydrocodone,2016,"Rate per 100,000",11.15858,
415,13,Georgia,Oxycodone,2017,"Rate per 100,000",18.40012,
416,13,Georgia,Hydrocodone,2017,"Rate per 100,000",10.12748,
417,13,Georgia,Oxycodone,2018,"Rate per 100,000",16.30492,
418,13,Georgia,Hydrocodone,2018,"Rate per 100,000",8.70011,
419,15,Hawaii,Oxycodone,2000,"Rate per 100,000",4.55074,
420,15,Hawaii,Oxycodone,2001,"Rate per 100,000",7.61492,
421,15,Hawaii,Oxycodone,2002,"Rate per 100,000",9.25374,
422,15,Hawaii,Oxycodone,2003,"Rate per 100,000",9.6607,
423,15,Hawaii,Oxycodone,2004,"Rate per 100,000",10.04217,
424,15,Hawaii,Oxycodone,2005,"Rate per 100,000",9.75339,
425,15,Hawaii,Oxycodone,2006,"Rate per 100,000",12.16439,
426,15,Hawaii,Oxycodone,2007,"Rate per 100,000",12.54348,
427,15,Hawaii,Oxycodone,2008,"Rate per 100,000",14.76026,
428,15,Hawaii,Oxycodone,2009,"Rate per 100,000",16.97377,
429,15,Hawaii,Oxycodone,2010,"Rate per 100,000",16.82651,
430,15,Hawaii,Oxycodone,2011,"Rate per 100,000",18.01048,
431,15,Hawaii,Oxycodone,2012,"Rate per 100,000",18.31692,
432,15,Hawaii,Oxycodone,2013,"Rate per 100,000",17.32432,
433,15,Hawaii,Oxycodone,2014,"Rate per 100,000",15.43053,
434,15,Hawaii,Oxycodone,2015,"Rate per 100,000",15.16821,
435,15,Hawaii,Oxycodone,2016,"Rate per 100,000",14.33464,
436,15,Hawaii,Hydrocodone,2000,"Rate per 100,000",2.6126,
437,15,Hawaii,Hydrocodone,2001,"Rate per 100,000",3.24224,
438,15,Hawaii,Hydrocodone,2002,"Rate per 100,000",3.88576,
439,15,Hawaii,Hydrocodone,2003,"Rate per 100,000",4.53779,
440,15,Hawaii,Hydrocodone,2004,"Rate per 100,000",5.16988,
441,15,Hawaii,Hydrocodone,2005,"Rate per 100,000",5.43445,
442,15,Hawaii,Hydrocodone,2006,"Rate per 100,000",6.35033,
443,15,Hawaii,Hydrocodone,2007,"Rate per 100,000",7.01122,
444,15,Hawaii,Hydrocodone,2008,"Rate per 100,000",7.31006,
445,15,Hawaii,Hydrocodone,2009,"Rate per 100,000",7.66476,
446,15,Hawaii,Hydrocodone,2010,"Rate per 100,000",7.06771,
447,15,Hawaii,Hydrocodone,2011,"Rate per 100,000",7.27153,
448,15,Hawaii,Hydrocodone,2012,"Rate per 100,000",7.43309,
449,15,Hawaii,Hydrocodone,2013,"Rate per 100,000",7.28823,
450,15,Hawaii,Hydrocodone,2014,"Rate per 100,000",6.9345,
451,15,Hawaii,Hydrocodone,2015,"Rate per 100,000",6.21934,
452,15,Hawaii,Hydrocodone,2016,"Rate per 100,000",5.71571,
453,15,Hawaii,Oxycodone,2017,"Rate per 100,000",12.7308,
454,15,Hawaii,Hydrocodone,2017,"Rate per 100,000",5.13739,
455,15,Hawaii,Oxycodone,2018,"Rate per 100,000",10.87578,
456,15,Hawaii,Hydrocodone,2018,"Rate per 100,000",4.44102,
457,16,Idaho,Oxycodone,2000,"Rate per 100,000",3.30429,
458,16,Idaho,Oxycodone,2001,"Rate per 100,000",4.78871,
459,16,Idaho,Oxycodone,2002,"Rate per 100,000",6.02101,
460,16,Idaho,Oxycodone,2003,"Rate per 100,000",7.00877,
461,16,Idaho,Oxycodone,2004,"Rate per 100,000",7.38104,
462,16,Idaho,Oxycodone,2005,"Rate per 100,000",7.07825,
463,16,Idaho,Oxycodone,2006,"Rate per 100,000",8.88878,
464,16,Idaho,Oxycodone,2007,"Rate per 100,000",11.10652,
465,16,Idaho,Oxycodone,2008,"Rate per 100,000",11.84263,
466,16,Idaho,Oxycodone,2009,"Rate per 100,000",13.09853,
467,16,Idaho,Oxycodone,2010,"Rate per 100,000",11.94152,
468,16,Idaho,Oxycodone,2011,"Rate per 100,000",13.39364,
469,16,Idaho,Oxycodone,2012,"Rate per 100,000",15.02476,
470,16,Idaho,Oxycodone,2013,"Rate per 100,000",15.66332,
471,16,Idaho,Oxycodone,2014,"Rate per 100,000",16.77056,
472,16,Idaho,Oxycodone,2015,"Rate per 100,000",17.01253,
473,16,Idaho,Oxycodone,2016,"Rate per 100,000",16.25012,
474,16,Idaho,Hydrocodone,2000,"Rate per 100,000",6.09628,
475,16,Idaho,Hydrocodone,2001,"Rate per 100,000",6.79519,
476,16,Idaho,Hydrocodone,2002,"Rate per 100,000",8.06404,
477,16,Idaho,Hydrocodone,2003,"Rate per 100,000",9.66837,
478,16,Idaho,Hydrocodone,2004,"Rate per 100,000",10.69935,
479,16,Idaho,Hydrocodone,2005,"Rate per 100,000",11.72467,
480,16,Idaho,Hydrocodone,2006,"Rate per 100,000",13.48321,
481,16,Idaho,Hydrocodone,2007,"Rate per 100,000",14.03556,
482,16,Idaho,Hydrocodone,2008,"Rate per 100,000",15.07843,
483,16,Idaho,Hydrocodone,2009,"Rate per 100,000",16.07444,
484,16,Idaho,Hydrocodone,2010,"Rate per 100,000",15.55365,
485,16,Idaho,Hydrocodone,2011,"Rate per 100,000",17.26952,
486,16,Idaho,Hydrocodone,2012,"Rate per 100,000",17.75262,
487,16,Idaho,Hydrocodone,2013,"Rate per 100,000",17.85395,
488,16,Idaho,Hydrocodone,2014,"Rate per 100,000",17.46485,
489,16,Idaho,Hydrocodone,2015,"Rate per 100,000",16.48161,
490,16,Idaho,Hydrocodone,2016,"Rate per 100,000",15.62002,
491,16,Idaho,Oxycodone,2017,"Rate per 100,000",15.4,
492,16,Idaho,Hydrocodone,2017,"Rate per 100,000",14.30257,
493,16,Idaho,Oxycodone,2018,"Rate per 100,000",13.58306,
494,16,Idaho,Hydrocodone,2018,"Rate per 100,000",12.82645,
495,17,Illinois,Oxycodone,2000,"Rate per 100,000",1.61091,
496,17,Illinois,Oxycodone,2001,"Rate per 100,000",2.35323,
497,17,Illinois,Oxycodone,2002,"Rate per 100,000",2.71889,
498,17,Illinois,Oxycodone,2003,"Rate per 100,000",3.18625,
499,17,Illinois,Oxycodone,2004,"Rate per 100,000",3.52168,
500,17,Illinois,Oxycodone,2005,"Rate per 100,000",3.43538,
501,17,Illinois,Oxycodone,2006,"Rate per 100,000",3.94553,
502,17,Illinois,Oxycodone,2007,"Rate per 100,000",3.9522,
503,17,Illinois,Oxycodone,2008,"Rate per 100,000",4.16004,
504,17,Illinois,Oxycodone,2009,"Rate per 100,000",4.42869,
505,17,Illinois,Oxycodone,2010,"Rate per 100,000",4.6563,
506,17,Illinois,Oxycodone,2011,"Rate per 100,000",5.01467,
507,17,Illinois,Oxycodone,2012,"Rate per 100,000",4.94275,
508,17,Illinois,Oxycodone,2013,"Rate per 100,000",4.84133,
509,17,Illinois,Oxycodone,2014,"Rate per 100,000",5.07855,
510,17,Illinois,Oxycodone,2015,"Rate per 100,000",5.4205,
511,17,Illinois,Oxycodone,2016,"Rate per 100,000",5.40145,
512,17,Illinois,Hydrocodone,2000,"Rate per 100,000",3.63494,
513,17,Illinois,Hydrocodone,2001,"Rate per 100,000",4.04057,
514,17,Illinois,Hydrocodone,2002,"Rate per 100,000",4.69324,
515,17,Illinois,Hydrocodone,2003,"Rate per 100,000",5.60515,
516,17,Illinois,Hydrocodone,2004,"Rate per 100,000",6.30406,
517,17,Illinois,Hydrocodone,2005,"Rate per 100,000",6.97914,
518,17,Illinois,Hydrocodone,2006,"Rate per 100,000",8.98041,
519,17,Illinois,Hydrocodone,2007,"Rate per 100,000",9.847,
520,17,Illinois,Hydrocodone,2008,"Rate per 100,000",10.64659,
521,17,Illinois,Hydrocodone,2009,"Rate per 100,000",9.14134,
522,17,Illinois,Hydrocodone,2010,"Rate per 100,000",10.14869,
523,17,Illinois,Hydrocodone,2011,"Rate per 100,000",11.94546,
524,17,Illinois,Hydrocodone,2012,"Rate per 100,000",11.79408,
525,17,Illinois,Hydrocodone,2013,"Rate per 100,000",12.06531,
526,17,Illinois,Hydrocodone,2014,"Rate per 100,000",11.78423,
527,17,Illinois,Hydrocodone,2015,"Rate per 100,000",11.10835,
528,17,Illinois,Hydrocodone,2016,"Rate per 100,000",10.59021,
529,17,Illinois,Oxycodone,2017,"Rate per 100,000",4.93041,
530,17,Illinois,Hydrocodone,2017,"Rate per 100,000",9.58134,
531,17,Illinois,Oxycodone,2018,"Rate per 100,000",4.20091,
532,17,Illinois,Hydrocodone,2018,"Rate per 100,000",8.02819,
533,18,Indiana,Oxycodone,2000,"Rate per 100,000",4.96848,
534,18,Indiana,Oxycodone,2001,"Rate per 100,000",6.60196,
535,18,Indiana,Oxycodone,2002,"Rate per 100,000",6.68308,
536,18,Indiana,Oxycodone,2003,"Rate per 100,000",7.64406,
537,18,Indiana,Oxycodone,2004,"Rate per 100,000",8.4152,
538,18,Indiana,Oxycodone,2005,"Rate per 100,000",8.4371,
539,18,Indiana,Oxycodone,2006,"Rate per 100,000",9.91816,
540,18,Indiana,Oxycodone,2007,"Rate per 100,000",12.16413,
541,18,Indiana,Oxycodone,2008,"Rate per 100,000",12.90737,
542,18,Indiana,Oxycodone,2009,"Rate per 100,000",14.38083,
543,18,Indiana,Oxycodone,2010,"Rate per 100,000",15.22895,
544,18,Indiana,Oxycodone,2011,"Rate per 100,000",16.07516,
545,18,Indiana,Oxycodone,2012,"Rate per 100,000",18.25772,
546,18,Indiana,Oxycodone,2013,"Rate per 100,000",17.79726,
547,18,Indiana,Oxycodone,2014,"Rate per 100,000",16.82455,
548,18,Indiana,Oxycodone,2015,"Rate per 100,000",16.78305,
549,18,Indiana,Oxycodone,2016,"Rate per 100,000",16.08108,
550,18,Indiana,Hydrocodone,2000,"Rate per 100,000",6.94136,
551,18,Indiana,Hydrocodone,2001,"Rate per 100,000",7.27316,
552,18,Indiana,Hydrocodone,2002,"Rate per 100,000",9.04118,
553,18,Indiana,Hydrocodone,2003,"Rate per 100,000",10.42788,
554,18,Indiana,Hydrocodone,2004,"Rate per 100,000",10.61872,
555,18,Indiana,Hydrocodone,2005,"Rate per 100,000",11.89353,
556,18,Indiana,Hydrocodone,2006,"Rate per 100,000",13.19288,
557,18,Indiana,Hydrocodone,2007,"Rate per 100,000",16.09261,
558,18,Indiana,Hydrocodone,2008,"Rate per 100,000",17.77394,
559,18,Indiana,Hydrocodone,2009,"Rate per 100,000",19.32318,
560,18,Indiana,Hydrocodone,2010,"Rate per 100,000",19.13795,
561,18,Indiana,Hydrocodone,2011,"Rate per 100,000",21.48696,
562,18,Indiana,Hydrocodone,2012,"Rate per 100,000",21.76473,
563,18,Indiana,Hydrocodone,2013,"Rate per 100,000",21.25282,
564,18,Indiana,Hydrocodone,2014,"Rate per 100,000",17.95664,
565,18,Indiana,Hydrocodone,2015,"Rate per 100,000",16.7106,
566,18,Indiana,Hydrocodone,2016,"Rate per 100,000",15.56763,
567,18,Indiana,Oxycodone,2017,"Rate per 100,000",14.25556,
568,18,Indiana,Hydrocodone,2017,"Rate per 100,000",13.93541,
569,18,Indiana,Oxycodone,2018,"Rate per 100,000",12.2871,
570,18,Indiana,Hydrocodone,2018,"Rate per 100,000",12.08428,
571,19,Iowa,Oxycodone,2000,"Rate per 100,000",2.70494,
572,19,Iowa,Oxycodone,2001,"Rate per 100,000",3.74662,
573,19,Iowa,Oxycodone,2002,"Rate per 100,000",4.69592,
574,19,Iowa,Oxycodone,2003,"Rate per 100,000",5.81044,
575,19,Iowa,Oxycodone,2004,"Rate per 100,000",6.12736,
576,19,Iowa,Oxycodone,2005,"Rate per 100,000",6.21426,
577,19,Iowa,Oxycodone,2006,"Rate per 100,000",6.97857,
578,19,Iowa,Oxycodone,2007,"Rate per 100,000",7.48559,
579,19,Iowa,Oxycodone,2008,"Rate per 100,000",7.93265,
580,19,Iowa,Oxycodone,2009,"Rate per 100,000",7.88334,
581,19,Iowa,Oxycodone,2010,"Rate per 100,000",8.13875,
582,19,Iowa,Oxycodone,2011,"Rate per 100,000",9.00386,
583,19,Iowa,Oxycodone,2012,"Rate per 100,000",9.35126,
584,19,Iowa,Oxycodone,2013,"Rate per 100,000",8.5374,
585,19,Iowa,Oxycodone,2014,"Rate per 100,000",8.64562,
586,19,Iowa,Oxycodone,2015,"Rate per 100,000",8.59927,
587,19,Iowa,Oxycodone,2016,"Rate per 100,000",7.92372,
588,19,Iowa,Hydrocodone,2000,"Rate per 100,000",2.86534,
589,19,Iowa,Hydrocodone,2001,"Rate per 100,000",3.31199,
590,19,Iowa,Hydrocodone,2002,"Rate per 100,000",4.10175,
591,19,Iowa,Hydrocodone,2003,"Rate per 100,000",4.92214,
592,19,Iowa,Hydrocodone,2004,"Rate per 100,000",5.46482,
593,19,Iowa,Hydrocodone,2005,"Rate per 100,000",5.95734,
594,19,Iowa,Hydrocodone,2006,"Rate per 100,000",6.63646,
595,19,Iowa,Hydrocodone,2007,"Rate per 100,000",7.53961,
596,19,Iowa,Hydrocodone,2008,"Rate per 100,000",8.79642,
597,19,Iowa,Hydrocodone,2009,"Rate per 100,000",9.01049,
598,19,Iowa,Hydrocodone,2010,"Rate per 100,000",9.30566,
599,19,Iowa,Hydrocodone,2011,"Rate per 100,000",10.3376,
600,19,Iowa,Hydrocodone,2012,"Rate per 100,000",10.22278,
601,19,Iowa,Hydrocodone,2013,"Rate per 100,000",10.22552,
602,19,Iowa,Hydrocodone,2014,"Rate per 100,000",9.98319,
603,19,Iowa,Hydrocodone,2015,"Rate per 100,000",9.34549,
604,19,Iowa,Hydrocodone,2016,"Rate per 100,000",8.55404,
605,19,Iowa,Oxycodone,2017,"Rate per 100,000",7.019,
606,19,Iowa,Hydrocodone,2017,"Rate per 100,000",7.50323,
607,19,Iowa,Oxycodone,2018,"Rate per 100,000",5.83575,
608,19,Iowa,Hydrocodone,2018,"Rate per 100,000",6.27774,
609,20,Kansas,Oxycodone,2000,"Rate per 100,000",3.64934,
610,20,Kansas,Oxycodone,2001,"Rate per 100,000",4.97189,
611,20,Kansas,Oxycodone,2002,"Rate per 100,000",6.18896,
612,20,Kansas,Oxycodone,2003,"Rate per 100,000",7.8142,
613,20,Kansas,Oxycodone,2004,"Rate per 100,000",9.02917,
614,20,Kansas,Oxycodone,2005,"Rate per 100,000",9.7539,
615,20,Kansas,Oxycodone,2006,"Rate per 100,000",11.48191,
616,20,Kansas,Oxycodone,2007,"Rate per 100,000",13.93383,
617,20,Kansas,Oxycodone,2008,"Rate per 100,000",14.22821,
618,20,Kansas,Oxycodone,2009,"Rate per 100,000",14.92547,
619,20,Kansas,Oxycodone,2010,"Rate per 100,000",15.20898,
620,20,Kansas,Oxycodone,2011,"Rate per 100,000",16.68371,
621,20,Kansas,Oxycodone,2012,"Rate per 100,000",17.32722,
622,20,Kansas,Oxycodone,2013,"Rate per 100,000",16.93308,
623,20,Kansas,Oxycodone,2014,"Rate per 100,000",17.85338,
624,20,Kansas,Oxycodone,2015,"Rate per 100,000",18.73301,
625,20,Kansas,Oxycodone,2016,"Rate per 100,000",18.42742,
626,20,Kansas,Hydrocodone,2000,"Rate per 100,000",4.27044,
627,20,Kansas,Hydrocodone,2001,"Rate per 100,000",5.35775,
628,20,Kansas,Hydrocodone,2002,"Rate per 100,000",6.88041,
629,20,Kansas,Hydrocodone,2003,"Rate per 100,000",8.54854,
630,20,Kansas,Hydrocodone,2004,"Rate per 100,000",8.80084,
631,20,Kansas,Hydrocodone,2005,"Rate per 100,000",10.85611,
632,20,Kansas,Hydrocodone,2006,"Rate per 100,000",13.72913,
633,20,Kansas,Hydrocodone,2007,"Rate per 100,000",17.31089,
634,20,Kansas,Hydrocodone,2008,"Rate per 100,000",17.70123,
635,20,Kansas,Hydrocodone,2009,"Rate per 100,000",15.1013,
636,20,Kansas,Hydrocodone,2010,"Rate per 100,000",15.14728,
637,20,Kansas,Hydrocodone,2011,"Rate per 100,000",16.5788,
638,20,Kansas,Hydrocodone,2012,"Rate per 100,000",16.87642,
639,20,Kansas,Hydrocodone,2013,"Rate per 100,000",17.03281,
640,20,Kansas,Hydrocodone,2014,"Rate per 100,000",15.16141,
641,20,Kansas,Hydrocodone,2015,"Rate per 100,000",13.45245,
642,20,Kansas,Hydrocodone,2016,"Rate per 100,000",12.43705,
643,20,Kansas,Oxycodone,2017,"Rate per 100,000",17.11907,
644,20,Kansas,Hydrocodone,2017,"Rate per 100,000",11.3172,
645,20,Kansas,Oxycodone,2018,"Rate per 100,000",15.68356,
646,20,Kansas,Hydrocodone,2018,"Rate per 100,000",9.75769,
647,21,Kentucky,Oxycodone,2000,"Rate per 100,000",8.20952,
648,21,Kentucky,Oxycodone,2001,"Rate per 100,000",8.68108,
649,21,Kentucky,Oxycodone,2002,"Rate per 100,000",8.89361,
650,21,Kentucky,Oxycodone,2003,"Rate per 100,000",10.21118,
651,21,Kentucky,Oxycodone,2004,"Rate per 100,000",11.03094,
652,21,Kentucky,Oxycodone,2005,"Rate per 100,000",10.61593,
653,21,Kentucky,Oxycodone,2006,"Rate per 100,000",13.31496,
654,21,Kentucky,Oxycodone,2007,"Rate per 100,000",14.97926,
655,21,Kentucky,Oxycodone,2008,"Rate per 100,000",16.9161,
656,21,Kentucky,Oxycodone,2009,"Rate per 100,000",19.24787,
657,21,Kentucky,Oxycodone,2010,"Rate per 100,000",22.13556,
658,21,Kentucky,Oxycodone,2011,"Rate per 100,000",25.42062,
659,21,Kentucky,Oxycodone,2012,"Rate per 100,000",24.15694,
660,21,Kentucky,Oxycodone,2013,"Rate per 100,000",20.16084,
661,21,Kentucky,Oxycodone,2014,"Rate per 100,000",20.41383,
662,21,Kentucky,Oxycodone,2015,"Rate per 100,000",20.59893,
663,21,Kentucky,Oxycodone,2016,"Rate per 100,000",20.10987,
664,21,Kentucky,Hydrocodone,2000,"Rate per 100,000",9.86216,
665,21,Kentucky,Hydrocodone,2001,"Rate per 100,000",11.40932,
666,21,Kentucky,Hydrocodone,2002,"Rate per 100,000",13.80918,
667,21,Kentucky,Hydrocodone,2003,"Rate per 100,000",16.13675,
668,21,Kentucky,Hydrocodone,2004,"Rate per 100,000",16.98912,
669,21,Kentucky,Hydrocodone,2005,"Rate per 100,000",18.00965,
670,21,Kentucky,Hydrocodone,2006,"Rate per 100,000",20.68332,
671,21,Kentucky,Hydrocodone,2007,"Rate per 100,000",25.87739,
672,21,Kentucky,Hydrocodone,2008,"Rate per 100,000",25.28428,
673,21,Kentucky,Hydrocodone,2009,"Rate per 100,000",27.20666,
674,21,Kentucky,Hydrocodone,2010,"Rate per 100,000",26.87997,
675,21,Kentucky,Hydrocodone,2011,"Rate per 100,000",28.98072,
676,21,Kentucky,Hydrocodone,2012,"Rate per 100,000",27.27344,
677,21,Kentucky,Hydrocodone,2013,"Rate per 100,000",26.4703,
678,21,Kentucky,Hydrocodone,2014,"Rate per 100,000",23.42774,
679,21,Kentucky,Hydrocodone,2015,"Rate per 100,000",21.39248,
680,21,Kentucky,Hydrocodone,2016,"Rate per 100,000",20.15693,
681,21,Kentucky,Oxycodone,2017,"Rate per 100,000",18.7972,
682,21,Kentucky,Hydrocodone,2017,"Rate per 100,000",18.27051,
683,21,Kentucky,Oxycodone,2018,"Rate per 100,000",17.03472,
684,21,Kentucky,Hydrocodone,2018,"Rate per 100,000",16.62779,
685,22,Louisiana,Oxycodone,2000,"Rate per 100,000",5.21882,
686,22,Louisiana,Oxycodone,2001,"Rate per 100,000",6.75595,
687,22,Louisiana,Oxycodone,2002,"Rate per 100,000",7.04207,
688,22,Louisiana,Oxycodone,2003,"Rate per 100,000",7.97827,
689,22,Louisiana,Oxycodone,2004,"Rate per 100,000",8.85857,
690,22,Louisiana,Oxycodone,2005,"Rate per 100,000",10.15587,
691,22,Louisiana,Oxycodone,2006,"Rate per 100,000",12.22456,
692,22,Louisiana,Oxycodone,2007,"Rate per 100,000",14.59555,
693,22,Louisiana,Oxycodone,2008,"Rate per 100,000",15.19331,
694,22,Louisiana,Oxycodone,2009,"Rate per 100,000",15.82495,
695,22,Louisiana,Oxycodone,2010,"Rate per 100,000",16.27636,
696,22,Louisiana,Oxycodone,2011,"Rate per 100,000",17.27368,
697,22,Louisiana,Oxycodone,2012,"Rate per 100,000",17.33099,
698,22,Louisiana,Oxycodone,2013,"Rate per 100,000",17.17809,
699,22,Louisiana,Oxycodone,2014,"Rate per 100,000",17.8208,
700,22,Louisiana,Oxycodone,2015,"Rate per 100,000",18.61193,
701,22,Louisiana,Oxycodone,2016,"Rate per 100,000",18.77734,
702,22,Louisiana,Hydrocodone,2000,"Rate per 100,000",8.58994,
703,22,Louisiana,Hydrocodone,2001,"Rate per 100,000",9.6965,
704,22,Louisiana,Hydrocodone,2002,"Rate per 100,000",11.78012,
705,22,Louisiana,Hydrocodone,2003,"Rate per 100,000",14.09952,
706,22,Louisiana,Hydrocodone,2004,"Rate per 100,000",16.02154,
707,22,Louisiana,Hydrocodone,2005,"Rate per 100,000",17.25888,
708,22,Louisiana,Hydrocodone,2006,"Rate per 100,000",17.92322,
709,22,Louisiana,Hydrocodone,2007,"Rate per 100,000",25.26718,
710,22,Louisiana,Hydrocodone,2008,"Rate per 100,000",19.19707,
711,22,Louisiana,Hydrocodone,2009,"Rate per 100,000",18.9847,
712,22,Louisiana,Hydrocodone,2010,"Rate per 100,000",18.54295,
713,22,Louisiana,Hydrocodone,2011,"Rate per 100,000",20.54717,
714,22,Louisiana,Hydrocodone,2012,"Rate per 100,000",21.06639,
715,22,Louisiana,Hydrocodone,2013,"Rate per 100,000",23.68584,
716,22,Louisiana,Hydrocodone,2014,"Rate per 100,000",19.36075,
717,22,Louisiana,Hydrocodone,2015,"Rate per 100,000",16.99057,
718,22,Louisiana,Hydrocodone,2016,"Rate per 100,000",16.11176,
719,22,Louisiana,Oxycodone,2017,"Rate per 100,000",16.99042,
720,22,Louisiana,Hydrocodone,2017,"Rate per 100,000",14.36117,
721,22,Louisiana,Oxycodone,2018,"Rate per 100,000",14.48602,
722,22,Louisiana,Hydrocodone,2018,"Rate per 100,000",12.32748,
723,23,Maine,Oxycodone,2000,"Rate per 100,000",10.18961,
724,23,Maine,Oxycodone,2001,"Rate per 100,000",11.33361,
725,23,Maine,Oxycodone,2002,"Rate per 100,000",13.57268,
726,23,Maine,Oxycodone,2003,"Rate per 100,000",15.251,
727,23,Maine,Oxycodone,2004,"Rate per 100,000",16.77124,
728,23,Maine,Oxycodone,2005,"Rate per 100,000",17.35201,
729,23,Maine,Oxycodone,2006,"Rate per 100,000",20.81237,
730,23,Maine,Oxycodone,2007,"Rate per 100,000",24.29651,
731,23,Maine,Oxycodone,2008,"Rate per 100,000",26.21091,
732,23,Maine,Oxycodone,2009,"Rate per 100,000",27.71003,
733,23,Maine,Oxycodone,2010,"Rate per 100,000",29.04993,
734,23,Maine,Oxycodone,2011,"Rate per 100,000",29.85078,
735,23,Maine,Oxycodone,2012,"Rate per 100,000",28.94358,
736,23,Maine,Oxycodone,2013,"Rate per 100,000",26.57016,
737,23,Maine,Oxycodone,2014,"Rate per 100,000",26.15007,
738,23,Maine,Oxycodone,2015,"Rate per 100,000",24.74937,
739,23,Maine,Oxycodone,2016,"Rate per 100,000",21.1871,
740,23,Maine,Hydrocodone,2000,"Rate per 100,000",3.35225,
741,23,Maine,Hydrocodone,2001,"Rate per 100,000",3.73095,
742,23,Maine,Hydrocodone,2002,"Rate per 100,000",4.82451,
743,23,Maine,Hydrocodone,2003,"Rate per 100,000",5.63251,
744,23,Maine,Hydrocodone,2004,"Rate per 100,000",6.62891,
745,23,Maine,Hydrocodone,2005,"Rate per 100,000",7.12982,
746,23,Maine,Hydrocodone,2006,"Rate per 100,000",8.20852,
747,23,Maine,Hydrocodone,2007,"Rate per 100,000",8.93464,
748,23,Maine,Hydrocodone,2008,"Rate per 100,000",9.32483,
749,23,Maine,Hydrocodone,2009,"Rate per 100,000",9.62859,
750,23,Maine,Hydrocodone,2010,"Rate per 100,000",9.57005,
751,23,Maine,Hydrocodone,2011,"Rate per 100,000",10.20295,
752,23,Maine,Hydrocodone,2012,"Rate per 100,000",9.73116,
753,23,Maine,Hydrocodone,2013,"Rate per 100,000",9.07658,
754,23,Maine,Hydrocodone,2014,"Rate per 100,000",8.49348,
755,23,Maine,Hydrocodone,2015,"Rate per 100,000",7.57208,
756,23,Maine,Hydrocodone,2016,"Rate per 100,000",6.28093,
757,23,Maine,Oxycodone,2017,"Rate per 100,000",15.38043,
758,23,Maine,Hydrocodone,2017,"Rate per 100,000",5.1536,
759,23,Maine,Oxycodone,2018,"Rate per 100,000",13.57525,
760,23,Maine,Hydrocodone,2018,"Rate per 100,000",4.54584,
761,24,Maryland,Oxycodone,2000,"Rate per 100,000",8.93629,
762,24,Maryland,Oxycodone,2001,"Rate per 100,000",11.10799,
763,24,Maryland,Oxycodone,2002,"Rate per 100,000",12.38455,
764,24,Maryland,Oxycodone,2003,"Rate per 100,000",15.45309,
765,24,Maryland,Oxycodone,2004,"Rate per 100,000",15.14727,
766,24,Maryland,Oxycodone,2005,"Rate per 100,000",16.34616,
767,24,Maryland,Oxycodone,2006,"Rate per 100,000",17.46701,
768,24,Maryland,Oxycodone,2007,"Rate per 100,000",20.69179,
769,24,Maryland,Oxycodone,2008,"Rate per 100,000",22.57473,
770,24,Maryland,Oxycodone,2009,"Rate per 100,000",27.0251,
771,24,Maryland,Oxycodone,2010,"Rate per 100,000",28.94552,
772,24,Maryland,Oxycodone,2011,"Rate per 100,000",29.88534,
773,24,Maryland,Oxycodone,2012,"Rate per 100,000",27.84462,
774,24,Maryland,Oxycodone,2013,"Rate per 100,000",25.87927,
775,24,Maryland,Oxycodone,2014,"Rate per 100,000",25.82391,
776,24,Maryland,Oxycodone,2015,"Rate per 100,000",25.63868,
777,24,Maryland,Oxycodone,2016,"Rate per 100,000",24.98251,
778,24,Maryland,Hydrocodone,2000,"Rate per 100,000",2.56627,
779,24,Maryland,Hydrocodone,2001,"Rate per 100,000",2.25885,
