Index,Fips,Location,Drug Type,TimeFrame,Data Type,Data,MOE
1919,18,Indiana,Heroin,2011,"Rate per 100,000",1.07429,0.257325321
1920,18,Indiana,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.65399,0.401230391
1921,18,Indiana,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
1922,18,Indiana,Synthetic opioids,2011,"Rate per 100,000",0.61337,0.193580662
1923,18,Indiana,Cocaine,2012,"Rate per 100,000",0.55098,0.178097665
1924,18,Indiana,Heroin,2012,"Rate per 100,000",1.81847,0.337746328
1925,18,Indiana,Natural and semi-synthetic opioids,2012,"Rate per 100,000",2.14926,0.366582118
1926,18,Indiana,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
1927,18,Indiana,Synthetic opioids,2012,"Rate per 100,000",0.70026,0.211132472
1928,18,Indiana,Cocaine,2013,"Rate per 100,000",0.82188,0.231320053
1929,18,Indiana,Heroin,2013,"Rate per 100,000",2.59785,0.406642464
1930,18,Indiana,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.73379,0.327956385
1931,18,Indiana,Psychostimulants,2013,"Rate per 100,000",0.32269,0.14304845
1932,18,Indiana,Synthetic opioids,2013,"Rate per 100,000",0.49989,0.171767516
1933,18,Indiana,Cocaine,2014,"Rate per 100,000",0.75752,0.216084704
1934,18,Indiana,Heroin,2014,"Rate per 100,000",2.75866,0.415764875
1935,18,Indiana,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.27897,0.372905835
1936,18,Indiana,Psychostimulants,2014,"Rate per 100,000",0.60088,0.194198996
1937,18,Indiana,Synthetic opioids,2014,"Rate per 100,000",1.3481,0.292928343
1938,18,Indiana,Cocaine,2015,"Rate per 100,000",1.05116,0.254458815
1939,18,Indiana,Heroin,2015,"Rate per 100,000",3.87656,0.496476324
1940,18,Indiana,Natural and semi-synthetic opioids,2015,"Rate per 100,000",2.22903,0.368518451
1941,18,Indiana,Psychostimulants,2015,"Rate per 100,000",0.84628,0.227277145
1942,18,Indiana,Synthetic opioids,2015,"Rate per 100,000",1.90468,0.344855595
1943,18,Indiana,Cocaine,2016,"Rate per 100,000",1.71715,0.3264274
1944,18,Indiana,Heroin,2016,"Rate per 100,000",4.71964,0.544085712
1945,18,Indiana,Natural and semi-synthetic opioids,2016,"Rate per 100,000",3.53279,0.464877951
1946,18,Indiana,Psychostimulants,2016,"Rate per 100,000",2.01793,0.361239374
1947,18,Indiana,Synthetic opioids,2016,"Rate per 100,000",4.85797,0.554513825
1948,18,Indiana,Cocaine,2017,"Rate per 100,000",4.00215,0.50663912
1949,18,Indiana,Heroin,2017,"Rate per 100,000",5.26492,0.579184232
1950,18,Indiana,Natural and semi-synthetic opioids,2017,"Rate per 100,000",6.0862,0.61769763
1951,18,Indiana,Psychostimulants,2017,"Rate per 100,000",4.72701,0.551272518
1952,18,Indiana,Synthetic opioids,2017,"Rate per 100,000",10.50505,0.819797183
1953,18,Indiana,All drugs,2000,"Rate per 100,000",3.54076,0.474503828
1954,18,Indiana,All opioids,2000,"Rate per 100,000",0.69706,0.213429071
1955,18,Indiana,All drugs,2001,"Rate per 100,000",4.6642,0.543729235
1956,18,Indiana,All opioids,2001,"Rate per 100,000",1.08841,0.260865853
1957,18,Indiana,All drugs,2002,"Rate per 100,000",4.80991,0.551453489
1958,18,Indiana,All opioids,2002,"Rate per 100,000",1.04217,0.25784436
1959,18,Indiana,All drugs,2003,"Rate per 100,000",7.10739,0.670141838
1960,18,Indiana,All opioids,2003,"Rate per 100,000",2.05499,0.358191258
1961,18,Indiana,All drugs,2004,"Rate per 100,000",8.79591,0.742856117
1962,18,Indiana,All opioids,2004,"Rate per 100,000",2.23615,0.374124733
1963,18,Indiana,All drugs,2005,"Rate per 100,000",9.84127,0.784305989
1964,18,Indiana,All opioids,2005,"Rate per 100,000",2.5515,0.396968682
1965,18,Indiana,All drugs,2006,"Rate per 100,000",11.76483,0.854410421
1966,18,Indiana,All opioids,2006,"Rate per 100,000",2.83216,0.420347474
1967,18,Indiana,All drugs,2007,"Rate per 100,000",12.36901,0.8731355
1968,18,Indiana,All opioids,2007,"Rate per 100,000",3.86401,0.490713305
1969,18,Indiana,All drugs,2008,"Rate per 100,000",13.20994,0.906257297
1970,18,Indiana,All opioids,2008,"Rate per 100,000",4.9911,0.559042354
1971,18,Indiana,All drugs,2009,"Rate per 100,000",14.0319,0.928915248
1972,18,Indiana,All opioids,2009,"Rate per 100,000",4.96193,0.550481008
1973,18,Indiana,All drugs,2010,"Rate per 100,000",14.37807,0.93734519
1974,18,Indiana,All opioids,2010,"Rate per 100,000",4.52062,0.526528444
1975,18,Indiana,All drugs,2011,"Rate per 100,000",15.32047,0.975059463
1976,18,Indiana,All opioids,2011,"Rate per 100,000",5.60721,0.589816704
1977,18,Indiana,All drugs,2012,"Rate per 100,000",15.98104,0.999781039
1978,18,Indiana,All opioids,2012,"Rate per 100,000",5.94368,0.610001713
1979,18,Indiana,All drugs,2013,"Rate per 100,000",16.59614,1.013508679
1980,18,Indiana,All opioids,2013,"Rate per 100,000",5.71374,0.598621997
1981,18,Indiana,All drugs,2014,"Rate per 100,000",18.1805,1.058747034
1982,18,Indiana,All opioids,2014,"Rate per 100,000",7.30233,0.675623772
1983,18,Indiana,All drugs,2015,"Rate per 100,000",19.49452,1.100972329
1984,18,Indiana,All opioids,2015,"Rate per 100,000",8.45179,0.72661295
1985,18,Indiana,All drugs,2016,"Rate per 100,000",23.96421,1.22341613
1986,18,Indiana,All opioids,2016,"Rate per 100,000",12.5924,0.89033989
1987,18,Indiana,All drugs,2017,"Rate per 100,000",29.39611,1.363241072
1988,18,Indiana,All opioids,2017,"Rate per 100,000",18.77541,1.091334911
1989,18,Indiana,All drugs,2018,"Rate per 100,000",25.63136,1.269084271
1990,18,Indiana,All opioids,2018,"Rate per 100,000",17.47547,1.050306045
1991,18,Indiana,Cocaine,2018,"Rate per 100,000",4.08022,0.512613527
1992,18,Indiana,Heroin,2018,"Rate per 100,000",5.02397,0.567046353
1993,18,Indiana,Natural and semi-synthetic opioids,2018,"Rate per 100,000",4.82934,0.540567847
1994,18,Indiana,Psychostimulants,2018,"Rate per 100,000",6.21347,0.632226577
1995,18,Indiana,Synthetic opioids,2018,"Rate per 100,000",11.52039,0.858636776
1996,19,Iowa,Cocaine,2000,"Rate per 100,000",N/A,N/A
1997,19,Iowa,Heroin,2000,"Rate per 100,000",N/A,N/A
1998,19,Iowa,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
1999,19,Iowa,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
2000,19,Iowa,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
2001,19,Iowa,Cocaine,2001,"Rate per 100,000",N/A,N/A
2002,19,Iowa,Heroin,2001,"Rate per 100,000",N/A,N/A
2003,19,Iowa,Natural and semi-synthetic opioids,2001,"Rate per 100,000",N/A,0.262941374
2004,19,Iowa,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
2005,19,Iowa,Synthetic opioids,2001,"Rate per 100,000",N/A,N/A
2006,19,Iowa,Cocaine,2002,"Rate per 100,000",N/A,N/A
2007,19,Iowa,Heroin,2002,"Rate per 100,000",N/A,N/A
2008,19,Iowa,Natural and semi-synthetic opioids,2002,"Rate per 100,000",N/A,0.277143124
2009,19,Iowa,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
2010,19,Iowa,Synthetic opioids,2002,"Rate per 100,000",N/A,0.211131647
2011,19,Iowa,Cocaine,2003,"Rate per 100,000",N/A,N/A
2012,19,Iowa,Heroin,2003,"Rate per 100,000",N/A,N/A
2013,19,Iowa,Natural and semi-synthetic opioids,2003,"Rate per 100,000",N/A,0.274301051
2014,19,Iowa,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
2015,19,Iowa,Synthetic opioids,2003,"Rate per 100,000",N/A,0.251703351
2016,19,Iowa,Cocaine,2004,"Rate per 100,000",N/A,N/A
2017,19,Iowa,Heroin,2004,"Rate per 100,000",N/A,N/A
2018,19,Iowa,Natural and semi-synthetic opioids,2004,"Rate per 100,000",1.14305,0.386442169
2019,19,Iowa,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
2020,19,Iowa,Synthetic opioids,2004,"Rate per 100,000",N/A,0.251799377
2021,19,Iowa,Cocaine,2005,"Rate per 100,000",N/A,N/A
2022,19,Iowa,Heroin,2005,"Rate per 100,000",N/A,N/A
2023,19,Iowa,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.15746,0.397645641
2024,19,Iowa,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
2025,19,Iowa,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
2026,19,Iowa,Cocaine,2006,"Rate per 100,000",0.74137,0.328278869
2027,19,Iowa,Heroin,2006,"Rate per 100,000",N/A,N/A
2028,19,Iowa,Natural and semi-synthetic opioids,2006,"Rate per 100,000",1.78764,0.49633254
2029,19,Iowa,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
2030,19,Iowa,Synthetic opioids,2006,"Rate per 100,000",N/A,0.279987458
2031,19,Iowa,Cocaine,2007,"Rate per 100,000",0.67844,0.301397145
2032,19,Iowa,Heroin,2007,"Rate per 100,000",N/A,N/A
2033,19,Iowa,Natural and semi-synthetic opioids,2007,"Rate per 100,000",1.79253,0.487088736
2034,19,Iowa,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
2035,19,Iowa,Synthetic opioids,2007,"Rate per 100,000",N/A,0.294496041
2036,19,Iowa,Cocaine,2008,"Rate per 100,000",N/A,N/A
2037,19,Iowa,Heroin,2008,"Rate per 100,000",N/A,0.217820041
2038,19,Iowa,Natural and semi-synthetic opioids,2008,"Rate per 100,000",2.72973,0.616715341
2039,19,Iowa,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
2040,19,Iowa,Synthetic opioids,2008,"Rate per 100,000",0.82113,0.325544418
2041,19,Iowa,Cocaine,2009,"Rate per 100,000",N/A,N/A
2042,19,Iowa,Heroin,2009,"Rate per 100,000",N/A,N/A
2043,19,Iowa,Natural and semi-synthetic opioids,2009,"Rate per 100,000",2.93982,0.64329346
2044,19,Iowa,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
2045,19,Iowa,Synthetic opioids,2009,"Rate per 100,000",1.23592,0.41980641
2046,19,Iowa,Cocaine,2010,"Rate per 100,000",0.81467,0.329980612
2047,19,Iowa,Heroin,2010,"Rate per 100,000",N/A,N/A
2048,19,Iowa,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.60587,0.601290584
2049,19,Iowa,Psychostimulants,2010,"Rate per 100,000",0.90469,0.361306965
2050,19,Iowa,Synthetic opioids,2010,"Rate per 100,000",1.50605,0.458280775
2051,19,Iowa,Cocaine,2011,"Rate per 100,000",N/A,N/A
2052,19,Iowa,Heroin,2011,"Rate per 100,000",N/A,0.260833905
2053,19,Iowa,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.0498,0.653907799
2054,19,Iowa,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
2055,19,Iowa,Synthetic opioids,2011,"Rate per 100,000",0.95898,0.357633242
2056,19,Iowa,Cocaine,2012,"Rate per 100,000",N/A,N/A
2057,19,Iowa,Heroin,2012,"Rate per 100,000",N/A,0.237106645
2058,19,Iowa,Natural and semi-synthetic opioids,2012,"Rate per 100,000",3.37683,0.679385031
2059,19,Iowa,Psychostimulants,2012,"Rate per 100,000",1.0087,0.374106407
2060,19,Iowa,Synthetic opioids,2012,"Rate per 100,000",1.31505,0.441635126
2061,19,Iowa,Cocaine,2013,"Rate per 100,000",N/A,N/A
2062,19,Iowa,Heroin,2013,"Rate per 100,000",1.04833,0.376131097
2063,19,Iowa,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.63551,0.711955153
2064,19,Iowa,Psychostimulants,2013,"Rate per 100,000",1.67634,0.487445384
2065,19,Iowa,Synthetic opioids,2013,"Rate per 100,000",1.04818,0.373865853
2066,19,Iowa,Cocaine,2014,"Rate per 100,000",N/A,N/A
2067,19,Iowa,Heroin,2014,"Rate per 100,000",1.31933,0.432258461
2068,19,Iowa,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.6716,0.597752509
2069,19,Iowa,Psychostimulants,2014,"Rate per 100,000",1.37972,0.44728592
2070,19,Iowa,Synthetic opioids,2014,"Rate per 100,000",0.95595,0.356355075
2071,19,Iowa,Cocaine,2015,"Rate per 100,000",N/A,N/A
2072,19,Iowa,Heroin,2015,"Rate per 100,000",1.60286,0.476500735
2073,19,Iowa,Natural and semi-synthetic opioids,2015,"Rate per 100,000",2.51199,0.585072703
2074,19,Iowa,Psychostimulants,2015,"Rate per 100,000",2.17674,0.546124339
2075,19,Iowa,Synthetic opioids,2015,"Rate per 100,000",1.52363,0.465010782
2076,19,Iowa,Cocaine,2016,"Rate per 100,000",N/A,N/A
2077,19,Iowa,Heroin,2016,"Rate per 100,000",1.65792,0.482338742
2078,19,Iowa,Natural and semi-synthetic opioids,2016,"Rate per 100,000",2.70094,0.597541109
2079,19,Iowa,Psychostimulants,2016,"Rate per 100,000",2.67884,0.599485993
2080,19,Iowa,Synthetic opioids,2016,"Rate per 100,000",2.01687,0.528780652
2081,19,Iowa,Cocaine,2017,"Rate per 100,000",N/A,N/A
2082,19,Iowa,Heroin,2017,"Rate per 100,000",2.07415,0.529349399
2083,19,Iowa,Natural and semi-synthetic opioids,2017,"Rate per 100,000",3.14209,0.648428292
2084,19,Iowa,Psychostimulants,2017,"Rate per 100,000",3.30274,0.686510274
2085,19,Iowa,Synthetic opioids,2017,"Rate per 100,000",3.1622,0.657732057
2086,19,Iowa,All drugs,2000,"Rate per 100,000",2.54732,0.585388416
2087,19,Iowa,All opioids,2000,"Rate per 100,000",N/A,N/A
2088,19,Iowa,All drugs,2001,"Rate per 100,000",3.00748,0.635308346
2089,19,Iowa,All opioids,2001,"Rate per 100,000",0.92506,0.34996317
2090,19,Iowa,All drugs,2002,"Rate per 100,000",3.12563,0.645768773
2091,19,Iowa,All opioids,2002,"Rate per 100,000",1.27667,0.413340819
2092,19,Iowa,All drugs,2003,"Rate per 100,000",3.3916,0.682170509
2093,19,Iowa,All opioids,2003,"Rate per 100,000",1.37892,0.440357551
2094,19,Iowa,All drugs,2004,"Rate per 100,000",4.23333,0.757151885
2095,19,Iowa,All opioids,2004,"Rate per 100,000",2.14628,0.542013422
2096,19,Iowa,All drugs,2005,"Rate per 100,000",4.84709,0.80776394
2097,19,Iowa,All opioids,2005,"Rate per 100,000",2.38662,0.57563095
2098,19,Iowa,All drugs,2006,"Rate per 100,000",6.55095,0.950549769
2099,19,Iowa,All opioids,2006,"Rate per 100,000",3.26962,0.67181968
2100,19,Iowa,All drugs,2007,"Rate per 100,000",6.88119,0.959131357
2101,19,Iowa,All opioids,2007,"Rate per 100,000",3.62932,0.695503491
2102,19,Iowa,All drugs,2008,"Rate per 100,000",7.18153,0.990767246
2103,19,Iowa,All opioids,2008,"Rate per 100,000",4.4165,0.780461028
2104,19,Iowa,All drugs,2009,"Rate per 100,000",7.12673,0.989507799
2105,19,Iowa,All opioids,2009,"Rate per 100,000",4.93805,0.829277788
2106,19,Iowa,All drugs,2010,"Rate per 100,000",8.56984,1.07571299
2107,19,Iowa,All opioids,2010,"Rate per 100,000",5.1266,0.842938858
2108,19,Iowa,All drugs,2011,"Rate per 100,000",8.43931,1.070166066
2109,19,Iowa,All opioids,2011,"Rate per 100,000",5.89256,0.899454805
2110,19,Iowa,All drugs,2012,"Rate per 100,000",8.66048,1.080539319
2111,19,Iowa,All opioids,2012,"Rate per 100,000",5.87682,0.901543221
2112,19,Iowa,All drugs,2013,"Rate per 100,000",9.29295,1.127277961
2113,19,Iowa,All opioids,2013,"Rate per 100,000",6.09162,0.915437369
2114,19,Iowa,All drugs,2014,"Rate per 100,000",8.79579,1.090258414
2115,19,Iowa,All opioids,2014,"Rate per 100,000",5.29425,0.846097428
2116,19,Iowa,All drugs,2015,"Rate per 100,000",10.27635,1.174348508
2117,19,Iowa,All opioids,2015,"Rate per 100,000",5.78924,0.892110192
2118,19,Iowa,All drugs,2016,"Rate per 100,000",10.62394,1.204297022
2119,19,Iowa,All opioids,2016,"Rate per 100,000",6.23208,0.921844889
2120,19,Iowa,All drugs,2017,"Rate per 100,000",11.49651,1.251358452
2121,19,Iowa,All opioids,2017,"Rate per 100,000",6.92006,0.9662315
2122,19,Iowa,All drugs,2018,"Rate per 100,000",9.58453,1.134415319
2123,19,Iowa,All opioids,2018,"Rate per 100,000",4.83589,0.808913095
2124,19,Iowa,Cocaine,2018,"Rate per 100,000",N/A,N/A
2125,19,Iowa,Heroin,2018,"Rate per 100,000",1.27673,0.415876849
2126,19,Iowa,Natural and semi-synthetic opioids,2018,"Rate per 100,000",1.74061,0.479566399
2127,19,Iowa,Psychostimulants,2018,"Rate per 100,000",3.30396,0.672586783
2128,19,Iowa,Synthetic opioids,2018,"Rate per 100,000",2.80785,0.622368226
2129,20,Kansas,Cocaine,2000,"Rate per 100,000",0.85765,0.358658463
2130,20,Kansas,Heroin,2000,"Rate per 100,000",N/A,N/A
2131,20,Kansas,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
2132,20,Kansas,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
2133,20,Kansas,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
2134,20,Kansas,Cocaine,2001,"Rate per 100,000",N/A,N/A
2135,20,Kansas,Heroin,2001,"Rate per 100,000",N/A,N/A
2136,20,Kansas,Natural and semi-synthetic opioids,2001,"Rate per 100,000",0.81722,0.34239799
2137,20,Kansas,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
2138,20,Kansas,Synthetic opioids,2001,"Rate per 100,000",N/A,0.253036839
2139,20,Kansas,Cocaine,2002,"Rate per 100,000",0.7727,0.33154133
2140,20,Kansas,Heroin,2002,"Rate per 100,000",N/A,N/A
2141,20,Kansas,Natural and semi-synthetic opioids,2002,"Rate per 100,000",1.52369,0.473076835
2142,20,Kansas,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
2143,20,Kansas,Synthetic opioids,2002,"Rate per 100,000",N/A,0.314731908
2144,20,Kansas,Cocaine,2003,"Rate per 100,000",1.18378,0.418304294
2145,20,Kansas,Heroin,2003,"Rate per 100,000",N/A,N/A
2146,20,Kansas,Natural and semi-synthetic opioids,2003,"Rate per 100,000",1.48708,0.468092572
2147,20,Kansas,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
2148,20,Kansas,Synthetic opioids,2003,"Rate per 100,000",N/A,N/A
2149,20,Kansas,Cocaine,2004,"Rate per 100,000",1.34492,0.4480097
2150,20,Kansas,Heroin,2004,"Rate per 100,000",N/A,N/A
2151,20,Kansas,Natural and semi-synthetic opioids,2004,"Rate per 100,000",2.27833,0.5843201
2152,20,Kansas,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
2153,20,Kansas,Synthetic opioids,2004,"Rate per 100,000",0.82563,0.347268617
2154,20,Kansas,Cocaine,2005,"Rate per 100,000",1.34047,0.446909219
2155,20,Kansas,Heroin,2005,"Rate per 100,000",N/A,N/A
2156,20,Kansas,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.02142,0.552863356
2157,20,Kansas,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
2158,20,Kansas,Synthetic opioids,2005,"Rate per 100,000",N/A,0.318289388
2159,20,Kansas,Cocaine,2006,"Rate per 100,000",1.75536,0.510939062
2160,20,Kansas,Heroin,2006,"Rate per 100,000",N/A,N/A
2161,20,Kansas,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.30534,0.578270111
2162,20,Kansas,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
2163,20,Kansas,Synthetic opioids,2006,"Rate per 100,000",N/A,0.311495815
2164,20,Kansas,Cocaine,2007,"Rate per 100,000",1.24974,0.424271464
2165,20,Kansas,Heroin,2007,"Rate per 100,000",N/A,N/A
2166,20,Kansas,Natural and semi-synthetic opioids,2007,"Rate per 100,000",2.14612,0.562797975
2167,20,Kansas,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
2168,20,Kansas,Synthetic opioids,2007,"Rate per 100,000",N/A,0.312205156
2169,20,Kansas,Cocaine,2008,"Rate per 100,000",N/A,N/A
2170,20,Kansas,Heroin,2008,"Rate per 100,000",N/A,N/A
2171,20,Kansas,Natural and semi-synthetic opioids,2008,"Rate per 100,000",1.69778,0.48679734
2172,20,Kansas,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
2173,20,Kansas,Synthetic opioids,2008,"Rate per 100,000",N/A,0.303018934
2174,20,Kansas,Cocaine,2009,"Rate per 100,000",N/A,N/A
2175,20,Kansas,Heroin,2009,"Rate per 100,000",N/A,0.237559664
2176,20,Kansas,Natural and semi-synthetic opioids,2009,"Rate per 100,000",2.20884,0.568277749
2177,20,Kansas,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
2178,20,Kansas,Synthetic opioids,2009,"Rate per 100,000",1.3424,0.452533255
2179,20,Kansas,Cocaine,2010,"Rate per 100,000",N/A,N/A
2180,20,Kansas,Heroin,2010,"Rate per 100,000",N/A,N/A
2181,20,Kansas,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.86891,0.516165867
2182,20,Kansas,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
2183,20,Kansas,Synthetic opioids,2010,"Rate per 100,000",N/A,0.297501005
2184,20,Kansas,Cocaine,2011,"Rate per 100,000",N/A,N/A
2185,20,Kansas,Heroin,2011,"Rate per 100,000",N/A,N/A
2186,20,Kansas,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.60872,0.620530167
2187,20,Kansas,Psychostimulants,2011,"Rate per 100,000",0.83967,0.355111241
2188,20,Kansas,Synthetic opioids,2011,"Rate per 100,000",0.77742,0.324791833
2189,20,Kansas,Cocaine,2012,"Rate per 100,000",N/A,N/A
2190,20,Kansas,Heroin,2012,"Rate per 100,000",N/A,0.272598197
2191,20,Kansas,Natural and semi-synthetic opioids,2012,"Rate per 100,000",3.14975,0.669560081
2192,20,Kansas,Psychostimulants,2012,"Rate per 100,000",1.13977,0.421680242
2193,20,Kansas,Synthetic opioids,2012,"Rate per 100,000",1.62442,0.489862518
2194,20,Kansas,Cocaine,2013,"Rate per 100,000",N/A,N/A
2195,20,Kansas,Heroin,2013,"Rate per 100,000",N/A,0.22343227
2196,20,Kansas,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.21014,0.685366371
2197,20,Kansas,Psychostimulants,2013,"Rate per 100,000",1.26324,0.43277818
2198,20,Kansas,Synthetic opioids,2013,"Rate per 100,000",1.29356,0.424419296
2199,20,Kansas,Cocaine,2014,"Rate per 100,000",N/A,N/A
2200,20,Kansas,Heroin,2014,"Rate per 100,000",N/A,0.304826472
2201,20,Kansas,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.18593,0.667528405
2202,20,Kansas,Psychostimulants,2014,"Rate per 100,000",1.28549,0.432751089
2203,20,Kansas,Synthetic opioids,2014,"Rate per 100,000",1.38748,0.444618973
2204,20,Kansas,Cocaine,2015,"Rate per 100,000",N/A,N/A
2205,20,Kansas,Heroin,2015,"Rate per 100,000",0.73877,0.323799542
2206,20,Kansas,Natural and semi-synthetic opioids,2015,"Rate per 100,000",2.67293,0.623910612
2207,20,Kansas,Psychostimulants,2015,"Rate per 100,000",2.34617,0.588056803
2208,20,Kansas,Synthetic opioids,2015,"Rate per 100,000",1.27873,0.428587796
2209,20,Kansas,Cocaine,2016,"Rate per 100,000",N/A,N/A
2210,20,Kansas,Heroin,2016,"Rate per 100,000",1.16955,0.412000949
2211,20,Kansas,Natural and semi-synthetic opioids,2016,"Rate per 100,000",2.81429,0.624331236
2212,20,Kansas,Psychostimulants,2016,"Rate per 100,000",2.99745,0.665203929
2213,20,Kansas,Synthetic opioids,2016,"Rate per 100,000",0.97508,0.373720532
2214,20,Kansas,Cocaine,2017,"Rate per 100,000",0.84645,0.332592618
2215,20,Kansas,Heroin,2017,"Rate per 100,000",0.88486,0.355130132
2216,20,Kansas,Natural and semi-synthetic opioids,2017,"Rate per 100,000",2.55925,0.599879562
2217,20,Kansas,Psychostimulants,2017,"Rate per 100,000",2.91304,0.651279854
2218,20,Kansas,Synthetic opioids,2017,"Rate per 100,000",1.19536,0.419821471
2219,20,Kansas,All drugs,2000,"Rate per 100,000",3.95798,0.764673545
2220,20,Kansas,All opioids,2000,"Rate per 100,000",0.85911,0.359148299
2221,20,Kansas,All drugs,2001,"Rate per 100,000",5.25785,0.878306943
2222,20,Kansas,All opioids,2001,"Rate per 100,000",1.78745,0.511328628
2223,20,Kansas,All drugs,2002,"Rate per 100,000",6.44873,0.971341396
2224,20,Kansas,All opioids,2002,"Rate per 100,000",3.03504,0.666847186
2225,20,Kansas,All drugs,2003,"Rate per 100,000",7.08649,1.01659437
2226,20,Kansas,All opioids,2003,"Rate per 100,000",2.85785,0.649346832
2227,20,Kansas,All drugs,2004,"Rate per 100,000",8.47871,1.11617415
2228,20,Kansas,All opioids,2004,"Rate per 100,000",4.43965,0.812288978
2229,20,Kansas,All drugs,2005,"Rate per 100,000",9.07513,1.153640737
2230,20,Kansas,All opioids,2005,"Rate per 100,000",4.07246,0.780232116
2231,20,Kansas,All drugs,2006,"Rate per 100,000",9.48725,1.171624194
2232,20,Kansas,All opioids,2006,"Rate per 100,000",4.45402,0.803549851
2233,20,Kansas,All drugs,2007,"Rate per 100,000",9.97942,1.202529163
2234,20,Kansas,All opioids,2007,"Rate per 100,000",4.35444,0.796697352
2235,20,Kansas,All drugs,2008,"Rate per 100,000",8.00098,1.073591995
2236,20,Kansas,All opioids,2008,"Rate per 100,000",3.47647,0.704456738
2237,20,Kansas,All drugs,2009,"Rate per 100,000",11.06095,1.262452272
2238,20,Kansas,All opioids,2009,"Rate per 100,000",5.49045,0.898634712
2239,20,Kansas,All drugs,2010,"Rate per 100,000",9.55898,1.159595619
2240,20,Kansas,All opioids,2010,"Rate per 100,000",3.78562,0.737970378
2241,20,Kansas,All drugs,2011,"Rate per 100,000",10.11642,1.207147234
2242,20,Kansas,All opioids,2011,"Rate per 100,000",4.32807,0.794022505
2243,20,Kansas,All drugs,2012,"Rate per 100,000",11.48069,1.284425467
2244,20,Kansas,All opioids,2012,"Rate per 100,000",6.2592,0.954017121
2245,20,Kansas,All drugs,2013,"Rate per 100,000",11.95858,1.315310052
2246,20,Kansas,All opioids,2013,"Rate per 100,000",5.74893,0.913441938
2247,20,Kansas,All drugs,2014,"Rate per 100,000",11.73299,1.289352033
2248,20,Kansas,All opioids,2014,"Rate per 100,000",6.02059,0.914963978
2249,20,Kansas,All drugs,2015,"Rate per 100,000",11.83574,1.309568716
2250,20,Kansas,All opioids,2015,"Rate per 100,000",5.42181,0.887323276
2251,20,Kansas,All drugs,2016,"Rate per 100,000",11.08897,1.258602522
2252,20,Kansas,All opioids,2016,"Rate per 100,000",5.1044,0.850538737
2253,20,Kansas,All drugs,2017,"Rate per 100,000",11.75752,1.294244858
2254,20,Kansas,All opioids,2017,"Rate per 100,000",5.08441,0.851382822
2255,20,Kansas,All drugs,2018,"Rate per 100,000",12.40952,1.340253745
2256,20,Kansas,All opioids,2018,"Rate per 100,000",5.66208,0.908181135
2257,20,Kansas,Cocaine,2018,"Rate per 100,000",1.02234,0.387128587
2258,20,Kansas,Heroin,2018,"Rate per 100,000",1.30767,0.449265702
2259,20,Kansas,Natural and semi-synthetic opioids,2018,"Rate per 100,000",2.63459,0.617914741
2260,20,Kansas,Psychostimulants,2018,"Rate per 100,000",2.80151,0.638421606
2261,20,Kansas,Synthetic opioids,2018,"Rate per 100,000",1.73914,0.493043713
